proces,device,rw_flag,sector,size,timestamp
kworker/u17:3-4922,8388608,W,140193112,24,44204.936041
kworker/u17:3-4922,8388608,W,140193136,16,44204.936054
kworker/u17:3-4922,8388608,W,140193152,56,44204.936067
kworker/u17:3-4922,8388608,W,140193208,24,44204.936081
kworker/u17:3-4922,8388608,W,140193232,24,44204.936094
kworker/u17:3-4922,8388608,W,140193256,24,44204.936106
kworker/u17:3-4922,8388608,W,140193280,16,44204.936118
kworker/u17:3-4922,8388608,W,140193296,24,44204.936132
kworker/u17:3-4922,8388608,W,140193320,24,44204.936145
kworker/u17:3-4922,8388608,W,140193344,56,44204.936158
kworker/u17:3-4922,8388608,W,140193400,184,44204.936175
kworker/u17:3-4922,8388608,W,151170864,24,44204.93619
kworker/u17:3-4922,8388608,W,151170888,16,44204.936205
kworker/u17:3-4922,8388608,W,151170904,16,44204.936217
kworker/u17:3-4922,8388608,W,151170920,24,44204.936231
kworker/u17:3-4922,8388608,W,151170944,24,44204.936243
kworker/u17:3-4922,8388608,W,151170968,24,44204.936256
kworker/u17:3-4922,8388608,W,151170992,24,44204.936269
kworker/u17:3-4922,8388608,W,151171016,56,44204.936282
kworker/u17:3-4922,8388608,W,151171072,8,44204.936296
kworker/u17:3-4922,8388608,W,151171080,16,44204.936308
kworker/u17:3-4922,8388608,W,151171096,8,44204.936321
f2fs_ckpt-254:4-648,8388608,W,47862768,8,44204.938712
f2fs_ckpt-254:4-648,8388608,W,47862776,8,44204.938809
f2fs_ckpt-254:4-648,8388608,W,47862784,8,44204.93888
f2fs_ckpt-254:4-648,8388608,W,47862792,8,44204.938987
kworker/1:1H-228,8388608,W,26259448,32,44204.939238
kworker/1:1H-228,8388608,W,47866568,56,44204.939308
f2fs_ckpt-254:4-648,8388608,W,18333728,8,44204.939871
f2fs_ckpt-254:4-648,8388608,W,18337776,8,44204.939916
f2fs_ckpt-254:4-648,8388608,W,18338168,8,44204.939932
f2fs_ckpt-254:4-648,8388608,W,18345792,8,44204.939943
f2fs_ckpt-254:4-648,8388608,W,18346784,8,44204.939954
f2fs_ckpt-254:4-648,8388608,W,18362160,8,44204.939965
f2fs_ckpt-254:4-648,8388608,W,18366032,8,44204.939976
f2fs_ckpt-254:4-648,8388608,W,18370536,8,44204.939986
f2fs_ckpt-254:4-648,8388608,W,18991744,8,44204.939997
f2fs_ckpt-254:4-648,8388608,W,19061160,8,44204.940008
f2fs_ckpt-254:4-648,8388608,W,18329392,24,44204.9401
kworker/0:0H-5,8388608,W,18329416,8,44204.943312
PackageInstalle-1791,8388608,W,151171104,32,44205.0676
kworker/u17:3-4922,8388608,W,151171104,32,44205.068774
kworker/u17:3-4922,8388608,W,151171136,152,44205.068847
kworker/u17:3-4922,8388608,W,151171288,56,44205.068865
kworker/u17:3-4922,8388608,W,151171344,24,44205.068878
kworker/u17:3-4922,8388608,W,151171368,24,44205.068891
kworker/u17:3-4922,8388608,W,151171392,16,44205.068904
kworker/u17:3-4922,8388608,W,151171408,24,44205.068915
kworker/u17:3-4922,8388608,W,151171432,24,44205.068927
kworker/u17:3-4922,8388608,W,151171456,16,44205.068939
kworker/u17:3-4922,8388608,W,151171472,24,44205.068951
kworker/u17:3-4922,8388608,W,151171496,16,44205.068964
kworker/u17:3-4922,8388608,W,151171512,16,44205.068975
kworker/u17:3-4922,8388608,W,151171528,96,44205.068987
kworker/u17:3-4922,8388608,W,151171624,24,44205.068999
kworker/u17:3-4922,8388608,W,151171648,24,44205.069011
kworker/u17:3-4922,8388608,W,151171672,24,44205.069022
kworker/u17:3-4922,8388608,W,151171696,24,44205.069033
kworker/u17:3-4922,8388608,W,151171720,24,44205.069044
kworker/u17:3-4922,8388608,W,151171744,24,44205.069056
kworker/u17:3-4922,8388608,W,151171768,312,44205.06907
kworker/4:1H-218,8388608,W,151172080,24,44205.070021
kworker/4:1H-218,8388608,W,151172104,24,44205.070058
kworker/4:1H-218,8388608,W,151172128,24,44205.070066
kworker/4:1H-218,8388608,W,151172152,24,44205.070071
kworker/4:1H-218,8388608,W,151172176,24,44205.070077
kworker/4:1H-218,8388608,W,151172200,24,44205.070082
kworker/4:1H-218,8388608,W,151172224,24,44205.070087
kworker/4:1H-218,8388608,W,151172248,24,44205.070092
kworker/4:1H-218,8388608,W,151172272,24,44205.070097
kworker/4:1H-218,8388608,W,151172296,24,44205.070101
kworker/4:1H-218,8388608,W,151172320,24,44205.070106
kworker/4:1H-218,8388608,W,151172344,24,44205.071153
kworker/4:1H-218,8388608,W,151172368,24,44205.071187
kworker/4:1H-218,8388608,W,151172392,24,44205.071201
PackageInstalle-1791,8388608,W,151172656,24,44205.071206
kworker/4:1H-218,8388608,W,151172416,24,44205.071208
kworker/4:1H-218,8388608,W,151172440,24,44205.071213
PackageInstalle-1791,8388608,W,151172704,24,44205.071215
kworker/4:1H-218,8388608,W,151172464,24,44205.071218
kworker/4:1H-218,8388608,W,151172488,24,44205.071222
kworker/4:1H-218,8388608,W,151172512,24,44205.071226
kworker/4:1H-218,8388608,W,151172536,24,44205.071229
kworker/4:1H-218,8388608,W,151172560,24,44205.071233
kworker/4:1H-218,8388608,W,151172584,24,44205.071237
kworker/4:1H-218,8388608,W,151172608,24,44205.071244
kworker/4:1H-218,8388608,W,151172632,24,44205.071249
kworker/4:1H-218,8388608,W,151172680,24,44205.071254
kworker/4:1H-218,8388608,W,151172728,24,44205.071259
PackageInstalle-1791,8388608,W,151172752,24,44205.07405
PackageInstalle-1791,8388608,W,151172776,24,44205.074073
PackageInstalle-1791,8388608,W,151172800,24,44205.074077
PackageInstalle-1791,8388608,W,151172824,24,44205.074083
PackageInstalle-1791,8388608,W,151172848,24,44205.074087
PackageInstalle-1791,8388608,W,151172872,24,44205.074094
PackageInstalle-1791,8388608,W,151172896,24,44205.074097
PackageInstalle-1791,8388608,W,151172920,24,44205.074101
PackageInstalle-1791,8388608,W,151172944,24,44205.074104
PackageInstalle-1791,8388608,W,151172968,24,44205.074133
PackageInstalle-1791,8388608,W,151172992,24,44205.07416
PackageInstalle-1791,8388608,W,151173016,24,44205.074169
PackageInstalle-1791,8388608,W,151173040,24,44205.074174
PackageInstalle-1791,8388608,W,151173064,24,44205.074177
PackageInstalle-1791,8388608,W,151173088,24,44205.074181
PackageInstalle-1791,8388608,W,151173112,24,44205.074186
PackageInstalle-1791,8388608,W,151173136,24,44205.074191
PackageInstalle-1791,8388608,W,151173160,24,44205.074194
PackageInstalle-1791,8388608,W,151173184,24,44205.074197
PackageInstalle-1791,8388608,W,151173208,24,44205.074202
PackageInstalle-1791,8388608,W,151173232,24,44205.074208
PackageInstalle-1791,8388608,W,151173256,24,44205.074211
PackageInstalle-1791,8388608,W,151173280,24,44205.074215
PackageInstalle-1791,8388608,W,151173304,24,44205.074218
PackageInstalle-1791,8388608,W,151173328,24,44205.074223
PackageInstalle-1791,8388608,W,151173352,24,44205.074228
PackageInstalle-1791,8388608,W,151173376,24,44205.074231
PackageInstalle-1791,8388608,W,151173400,24,44205.074236
PackageInstalle-1791,8388608,W,151173424,16,44205.07424
PackageInstalle-1791,8388608,W,151173440,16,44205.074244
PackageInstalle-1791,8388608,W,151173456,16,44205.074247
PackageInstalle-1791,8388608,W,151173472,16,44205.074251
PackageInstalle-1791,8388608,W,151173488,16,44205.075811
PackageInstalle-1791,8388608,W,151173504,16,44205.075846
PackageInstalle-1791,8388608,W,151173520,8,44205.075853
PackageInstalle-1791,8388608,W,151173528,16,44205.075859
PackageInstalle-1791,8388608,W,151173544,16,44205.075862
PackageInstalle-1791,8388608,W,151173560,16,44205.075866
PackageInstalle-1791,8388608,W,151173576,16,44205.07587
PackageInstalle-1791,8388608,W,151173592,16,44205.075874
PackageInstalle-1791,8388608,W,151173608,16,44205.075899
PackageInstalle-1791,8388608,W,151173624,16,44205.075904
PackageInstalle-1791,8388608,W,151173640,16,44205.075907
PackageInstalle-1791,8388608,W,151173656,16,44205.075912
PackageInstalle-1791,8388608,W,151173672,16,44205.075927
PackageInstalle-1791,8388608,W,151173688,8,44205.075931
PackageInstalle-1791,8388608,W,151173696,16,44205.075934
PackageInstalle-1791,8388608,W,151173712,8,44205.075938
PackageInstalle-1791,8388608,W,151173720,8,44205.075941
PackageInstalle-1791,8388608,W,151173728,8,44205.075944
PackageInstalle-1791,8388608,W,151173736,8,44205.075947
PackageInstalle-1791,8388608,W,151173744,8,44205.07595
PackageInstalle-1791,8388608,W,151173752,8,44205.075967
PackageInstalle-1791,8388608,W,151173760,8,44205.075972
PackageInstalle-1791,8388608,W,151173768,8,44205.075977
PackageInstalle-1791,8388608,W,151173776,16,44205.07598
PackageInstalle-1791,8388608,W,151173792,8,44205.075984
PackageInstalle-1791,8388608,W,151173800,8,44205.075998
PackageInstalle-1791,8388608,W,151173808,8,44205.076003
PackageInstalle-1791,8388608,W,151173816,8,44205.076006
PackageInstalle-1791,8388608,W,151173824,8,44205.07601
PackageInstalle-1791,8388608,W,151173832,8,44205.076013
PackageInstalle-1791,8388608,W,151173840,8,44205.076016
PackageInstalle-1791,8388608,W,151173848,16,44205.076019
PackageInstalle-1791,8388608,W,151173864,16,44205.0777
PackageInstalle-1791,8388608,W,151173880,16,44205.077715
PackageInstalle-1791,8388608,W,151173896,16,44205.07772
PackageInstalle-1791,8388608,W,151173912,16,44205.077724
PackageInstalle-1791,8388608,W,151173928,16,44205.077727
PackageInstalle-1791,8388608,W,151173944,16,44205.077731
PackageInstalle-1791,8388608,W,151173960,8,44205.077736
PackageInstalle-1791,8388608,W,151173968,8,44205.077741
PackageInstalle-1791,8388608,W,151173976,8,44205.077744
PackageInstalle-1791,8388608,W,151173984,8,44205.077747
PackageInstalle-1791,8388608,W,151173992,8,44205.07775
PackageInstalle-1791,8388608,W,151174000,16,44205.077754
PackageInstalle-1791,8388608,W,151174016,8,44205.07776
PackageInstalle-1791,8388608,W,151174024,16,44205.077764
PackageInstalle-1791,8388608,W,151174040,16,44205.077767
PackageInstalle-1791,8388608,W,151174056,16,44205.07777
PackageInstalle-1791,8388608,W,151174072,16,44205.077773
PackageInstalle-1791,8388608,W,151174088,16,44205.077776
PackageInstalle-1791,8388608,W,151174104,16,44205.077795
PackageInstalle-1791,8388608,W,151174120,16,44205.077798
PackageInstalle-1791,8388608,W,151174136,16,44205.077801
PackageInstalle-1791,8388608,W,151174152,8,44205.077805
PackageInstalle-1791,8388608,W,151174160,8,44205.077836
PackageInstalle-1791,8388608,W,151174168,16,44205.077841
PackageInstalle-1791,8388608,W,151174184,16,44205.077846
PackageInstalle-1791,8388608,W,151174200,16,44205.077849
PackageInstalle-1791,8388608,W,151174216,16,44205.077853
PackageInstalle-1791,8388608,W,151174232,16,44205.077856
PackageInstalle-1791,8388608,W,151174248,8,44205.077861
PackageInstalle-1791,8388608,W,151174256,8,44205.077866
PackageInstalle-1791,8388608,W,151174264,16,44205.077871
PackageInstalle-1791,8388608,W,151174280,16,44205.077876
PackageInstalle-1791,8388608,W,151174296,16,44205.079496
PackageInstalle-1791,8388608,W,151174312,16,44205.079514
PackageInstalle-1791,8388608,W,151174328,16,44205.079518
PackageInstalle-1791,8388608,W,151174344,16,44205.079522
PackageInstalle-1791,8388608,W,151174360,8,44205.079526
PackageInstalle-1791,8388608,W,151174368,16,44205.07953
PackageInstalle-1791,8388608,W,151174384,16,44205.079533
PackageInstalle-1791,8388608,W,151174400,16,44205.079537
PackageInstalle-1791,8388608,W,151174416,16,44205.079553
PackageInstalle-1791,8388608,W,151174432,16,44205.079562
PackageInstalle-1791,8388608,W,151174448,16,44205.079565
PackageInstalle-1791,8388608,W,151174464,16,44205.079577
PackageInstalle-1791,8388608,W,151174480,8,44205.07958
PackageInstalle-1791,8388608,W,151174488,8,44205.079596
PackageInstalle-1791,8388608,W,151174496,8,44205.0796
PackageInstalle-1791,8388608,W,151174504,8,44205.079604
PackageInstalle-1791,8388608,W,151174512,8,44205.079607
PackageInstalle-1791,8388608,W,151174520,8,44205.07961
PackageInstalle-1791,8388608,W,151174528,8,44205.079621
PackageInstalle-1791,8388608,W,151174536,16,44205.079625
PackageInstalle-1791,8388608,W,151174552,16,44205.079628
PackageInstalle-1791,8388608,W,151174568,8,44205.079643
PackageInstalle-1791,8388608,W,151174576,16,44205.079648
PackageInstalle-1791,8388608,W,151174592,16,44205.079651
PackageInstalle-1791,8388608,W,151174608,16,44205.079654
PackageInstalle-1791,8388608,W,151174624,16,44205.079658
PackageInstalle-1791,8388608,W,151174640,16,44205.079663
PackageInstalle-1791,8388608,W,151174656,8,44205.079666
PackageInstalle-1791,8388608,W,151174664,16,44205.07967
PackageInstalle-1791,8388608,W,151174680,8,44205.079673
PackageInstalle-1791,8388608,W,151174688,16,44205.079676
PackageInstalle-1791,8388608,W,151174704,8,44205.079679
PackageInstalle-1791,8388608,W,151174712,16,44205.081535
PackageInstalle-1791,8388608,W,151174728,8,44205.081551
PackageInstalle-1791,8388608,W,151174736,16,44205.081555
PackageInstalle-1791,8388608,W,151174752,16,44205.081559
PackageInstalle-1791,8388608,W,151174768,16,44205.081562
PackageInstalle-1791,8388608,W,151174784,16,44205.081565
PackageInstalle-1791,8388608,W,151174800,16,44205.081568
PackageInstalle-1791,8388608,W,151174816,16,44205.081571
PackageInstalle-1791,8388608,W,151174832,16,44205.081575
PackageInstalle-1791,8388608,W,151174848,16,44205.081578
PackageInstalle-1791,8388608,W,151174864,16,44205.081581
PackageInstalle-1791,8388608,W,151174880,16,44205.081585
PackageInstalle-1791,8388608,W,151174896,16,44205.081589
PackageInstalle-1791,8388608,W,151174912,16,44205.081593
PackageInstalle-1791,8388608,W,151174928,16,44205.081598
PackageInstalle-1791,8388608,W,151174944,16,44205.081601
PackageInstalle-1791,8388608,W,152567600,16,44205.081619
PackageInstalle-1791,8388608,W,152567616,16,44205.081624
PackageInstalle-1791,8388608,W,152567632,16,44205.081627
PackageInstalle-1791,8388608,W,152567648,16,44205.08163
PackageInstalle-1791,8388608,W,152567664,8,44205.081634
PackageInstalle-1791,8388608,W,152567672,16,44205.081649
PackageInstalle-1791,8388608,W,152567688,8,44205.081672
PackageInstalle-1791,8388608,W,152567696,8,44205.081677
PackageInstalle-1791,8388608,W,152567704,8,44205.08168
PackageInstalle-1791,8388608,W,152567712,16,44205.081683
PackageInstalle-1791,8388608,W,152567728,16,44205.081685
PackageInstalle-1791,8388608,W,152567744,16,44205.081688
PackageInstalle-1791,8388608,W,152567760,16,44205.081691
PackageInstalle-1791,8388608,W,152567776,16,44205.081694
PackageInstalle-1791,8388608,W,152567792,16,44205.081697
PackageInstalle-1791,8388608,W,152567808,16,44205.0817
PackageInstalle-1791,8388608,W,152567824,16,44205.08339
PackageInstalle-1791,8388608,W,152567840,16,44205.083398
PackageInstalle-1791,8388608,W,152567856,16,44205.083401
PackageInstalle-1791,8388608,W,152567872,16,44205.083404
PackageInstalle-1791,8388608,W,152567888,16,44205.083408
PackageInstalle-1791,8388608,W,152567904,16,44205.083411
PackageInstalle-1791,8388608,W,152567920,16,44205.083415
PackageInstalle-1791,8388608,W,152567936,16,44205.083418
PackageInstalle-1791,8388608,W,152567952,16,44205.083422
PackageInstalle-1791,8388608,W,152567968,16,44205.083425
PackageInstalle-1791,8388608,W,152567984,24,44205.083445
PackageInstalle-1791,8388608,W,152568008,16,44205.08345
PackageInstalle-1791,8388608,W,152568024,16,44205.083453
PackageInstalle-1791,8388608,W,152568040,16,44205.083456
PackageInstalle-1791,8388608,W,152568056,16,44205.083459
PackageInstalle-1791,8388608,W,152568072,8,44205.083462
PackageInstalle-1791,8388608,W,152568080,8,44205.083465
PackageInstalle-1791,8388608,W,152568088,8,44205.083469
PackageInstalle-1791,8388608,W,152568096,8,44205.083472
PackageInstalle-1791,8388608,W,152568104,8,44205.083475
PackageInstalle-1791,8388608,W,152568112,8,44205.083478
PackageInstalle-1791,8388608,W,152568120,8,44205.083481
PackageInstalle-1791,8388608,W,152568128,8,44205.083484
PackageInstalle-1791,8388608,W,152568136,8,44205.083487
PackageInstalle-1791,8388608,W,152568144,8,44205.08349
PackageInstalle-1791,8388608,W,152568152,16,44205.083494
PackageInstalle-1791,8388608,W,152568168,16,44205.083497
PackageInstalle-1791,8388608,W,152568184,16,44205.0835
PackageInstalle-1791,8388608,W,152568200,16,44205.083503
PackageInstalle-1791,8388608,W,152568216,16,44205.083506
PackageInstalle-1791,8388608,W,152568232,16,44205.083509
